"National.Database.Number","Genus","Common.Name","Affiliation","City...from.strandings.table","County","State","Locality.Detail","Latitude","Latitude.Units","Longitude","Longitude.Units","Year.of.Observation","Observation.Date","Mammal.Type"
"NW-1989-1026729",NA,"UNKNOWN PHOCID",NA,"Fisherman's Cove","Whatcom","WA",NA,NA,NA,NA,NA,1989,"1989-JUL-08","Pinniped"
"NW-1989-1026734",NA,"UNKNOWN PHOCID",NA,"Gooseberry Point","Whatcom","WA",NA,NA,NA,NA,NA,1989,"1989-JUL-09","Pinniped"
"NW-1989-1026735",NA,"UNKNOWN PHOCID",NA,"Port Angeles","Clallam","WA","3454 Crescent",NA,NA,NA,NA,1989,"1989-JUL-09","Pinniped"
"NW-1989-1026736",NA,"UNKNOWN PHOCID",NA,"Ferndale","Whatcom","WA","3958 Salt Spring Dr.",NA,NA,NA,NA,1989,"1989-JUL-09","Pinniped"
"NW-1989-1026739",NA,"UNKNOWN PHOCID",NA,"Ferndale","Whatcom","WA","Sandy Pt. Shores",NA,NA,NA,NA,1989,"1989-JUL-11","Pinniped"
"NW-1989-1026740",NA,"UNKNOWN PHOCID",NA,"Gig Harbor","Pierce","WA",NA,NA,NA,NA,NA,1989,"1989-JUL-11","Pinniped"
"NW-1989-1026743",NA,"UNKNOWN PHOCID",NA,"Beverly Beach","Lincoln","OR","N of 148th St. S of Starfish Point",NA,NA,NA,NA,1989,"1989-JUL-12","Pinniped"
"NW-1989-1026741",NA,"UNKNOWN PHOCID",NA,"Hood Canal","Unknown","WA",NA,NA,NA,NA,NA,1989,"1989-JUL-12","Pinniped"
"NW-1989-1026745",NA,"UNKNOWN PHOCID",NA,"Shelton","Mason","WA","Hammersly Inlet",NA,NA,NA,NA,1989,"1989-JUL-13","Pinniped"
"NW-1989-1026744",NA,"UNKNOWN PHOCID",NA,"Everett","Snohomish","WA","Mission Beach",NA,NA,NA,NA,1989,"1989-JUL-13","Pinniped"
"NW-1989-1026751",NA,"UNKNOWN PHOCID",NA,"Bellingham","Whatcom","WA","Squalicum Harbor",NA,NA,NA,NA,1989,"1989-JUL-15","Pinniped"
"NW-1989-1026754",NA,"UNKNOWN PHOCID",NA,"Illahee","Kitsap","WA","near Illahee SP",NA,NA,NA,NA,1989,"1989-JUL-17","Pinniped"
"NW-1989-1026759",NA,"UNKNOWN PHOCID",NA,"Sequim","Clallam","WA","Dungeness Spit",NA,NA,NA,NA,1989,"1989-JUL-20","Pinniped"
"NW-1989-1026758",NA,"UNKNOWN PHOCID",NA,"Bolstat Beach","Unknown","WA",NA,NA,NA,NA,NA,1989,"1989-JUL-20","Pinniped"
"NW-1989-1026763",NA,"UNKNOWN PHOCID",NA,"La Conner","Skagit","WA",NA,NA,NA,NA,NA,1989,"1989-JUL-21","Pinniped"
"NW-1989-1026762",NA,"UNKNOWN PHOCID",NA,"Sequim","Clallam","WA","Dungeness Spit",NA,NA,NA,NA,1989,"1989-JUL-21","Pinniped"
"NW-1989-1026765",NA,"UNKNOWN PHOCID",NA,"Gleneden Beach","Lincoln","OR",NA,NA,NA,NA,NA,1989,"1989-JUL-22","Pinniped"
"NW-1989-1026769",NA,"UNKNOWN PHOCID",NA,"Sequim","Clallam","WA","Sequim Marina",NA,NA,NA,NA,1989,"1989-JUL-22","Pinniped"
"NW-1989-1026770",NA,"UNKNOWN PHOCID",NA,"Sequim","Clallam","WA","Sequim Bay Point",NA,NA,NA,NA,1989,"1989-JUL-24","Pinniped"
"NW-1989-1026776",NA,"UNKNOWN PHOCID",NA,NA,"Mason","WA","end of Greatview Point Rd.",NA,NA,NA,NA,1989,"1989-JUL-25","Pinniped"
"NW-1989-1026777",NA,"UNKNOWN PHOCID",NA,"Ocean City","Grays Harbor","WA","front of Westwind Motel",NA,NA,NA,NA,1989,"1989-JUL-26","Pinniped"
"NW-1989-1026781",NA,"UNKNOWN PHOCID",NA,"Jamestown","Clallam","WA","Jamestown Beach",NA,NA,NA,NA,1989,"1989-JUL-27","Pinniped"
"NW-1989-1026780",NA,"UNKNOWN PHOCID",NA,"La Conner","Skagit","WA","Marine Shelter Bay",NA,NA,NA,NA,1989,"1989-JUL-27","Pinniped"
"NW-1989-1026782",NA,"UNKNOWN PHOCID",NA,"Blaine","Whatcom","WA","Inn @ Semiahmoo",NA,NA,NA,NA,1989,"1989-JUL-27","Pinniped"
"NW-1989-1026798",NA,"UNKNOWN PHOCID",NA,"Seattle","King","WA","Beach Dr.; Alki",NA,NA,NA,NA,1989,"1989-JUL-29","Pinniped"
"NW-1989-1026792",NA,"UNKNOWN PHOCID",NA,"Union","Mason","WA",NA,NA,NA,NA,NA,1989,"1989-JUL-31","Pinniped"
"NW-1989-1026793",NA,"UNKNOWN PHOCID",NA,"Nye Beach","Lincoln","OR",".25 mile N on Nye Beach",NA,NA,NA,NA,1989,"1989-JUL-31","Pinniped"
"NW-1989-1026684",NA,"UNKNOWN PHOCID",NA,"Suquamish","Kitsap","WA",NA,NA,NA,NA,NA,1989,"1989-JUN-01","Pinniped"
"NW-1989-1026691",NA,"UNKNOWN PHOCID",NA,"Ocean Shores","Grays Harbor","WA",NA,NA,NA,NA,NA,1989,"1989-JUN-08","Pinniped"
"NW-1989-1026690",NA,"UNKNOWN PHOCID",NA,"Steilacoom","Pierce","WA",NA,NA,NA,NA,NA,1989,"1989-JUN-08","Pinniped"
"NW-1989-1026694",NA,"UNKNOWN PHOCID",NA,"La Push","Clallam","WA","1 mile S of trail head",NA,NA,NA,NA,1989,"1989-JUN-12","Pinniped"
"NW-1989-1026701",NA,"UNKNOWN PHOCID",NA,"La Push","Clallam","WA",NA,NA,NA,NA,NA,1989,"1989-JUN-16","Pinniped"
"NW-1989-1026705",NA,"UNKNOWN PHOCID",NA,"Brinnon","Jefferson","WA","741 Seal Rock Rd",NA,NA,NA,NA,1989,"1989-JUN-21","Pinniped"
"NW-1989-1026706",NA,"UNKNOWN PHOCID",NA,"Southpoint","Jefferson","WA","200 N. Beach Dr.; Hood Canal",NA,NA,NA,NA,1989,"1989-JUN-22","Pinniped"
"NW-1989-1026599",NA,"UNKNOWN PHOCID",NA,"Yaquina Head","Lincoln","OR",NA,NA,NA,NA,NA,1989,"1989-MAR-08","Pinniped"
"NW-1989-1026600",NA,"UNKNOWN PHOCID",NA,"Nye Beach","Lincoln","OR",NA,NA,NA,NA,NA,1989,"1989-MAR-09","Pinniped"
"NW-1989-1026602",NA,"UNKNOWN PHOCID",NA,"Whidbey Island","Island","WA",NA,NA,NA,NA,NA,1989,"1989-MAR-13","Pinniped"
"NW-1989-1026580",NA,"UNKNOWN PHOCID",NA,"Cutler City","Lincoln","OR","Josephine State Park",NA,NA,NA,NA,1989,"1989-MAR-22","Pinniped"
"NW-1989-1026610",NA,"UNKNOWN PHOCID",NA,"Seattle","King","WA","Lincoln Park",NA,NA,NA,NA,1989,"1989-MAR-23","Pinniped"
"NW-1989-1026645",NA,"UNKNOWN PHOCID",NA,"Neskowin","Tillamook","OR","Proposal Rock",NA,NA,NA,NA,1989,"1989-MAY-01","Pinniped"
"NW-1989-1026647",NA,"UNKNOWN PHOCID",NA,"Waldport","Lincoln","OR","NW Colombo St.",NA,NA,NA,NA,1989,"1989-MAY-04","Pinniped"
"NW-1989-1026674",NA,"UNKNOWN PHOCID",NA,"Hanville","Kitsap","WA","just past Hanville Store",NA,NA,NA,NA,1989,"1989-MAY-05","Pinniped"
"NW-1989-1026651",NA,"UNKNOWN PHOCID",NA,"Cutler City","Lincoln","OR","Josephine Park",NA,NA,NA,NA,1989,"1989-MAY-08","Pinniped"
"NW-1989-1026652",NA,"UNKNOWN PHOCID",NA,"Lincoln City","Lincoln","OR",NA,NA,NA,NA,NA,1989,"1989-MAY-09","Pinniped"
"NW-1989-1026654",NA,"UNKNOWN PHOCID",NA,"Otter Crest","Lincoln","OR","Otter Crest Inn",NA,NA,NA,NA,1989,"1989-MAY-10","Pinniped"
"NW-1989-1026658",NA,"UNKNOWN PHOCID",NA,"Seaside","Clatsop","OR","Del Ray Beach access",NA,NA,NA,NA,1989,"1989-MAY-14","Pinniped"
"NW-1989-1026660",NA,"UNKNOWN PHOCID",NA,"Otter Crest","Lincoln","OR","Inn at Otter Crest",NA,NA,NA,NA,1989,"1989-MAY-15","Pinniped"
"NW-1989-1026659",NA,"UNKNOWN PHOCID",NA,"Yaquina","Lincoln","OR","Yaquina Head",NA,NA,NA,NA,1989,"1989-MAY-15","Pinniped"
"NW-1989-1026662",NA,"UNKNOWN PHOCID",NA,NA,"Unknown","OR","Three Creek Rd.",NA,NA,NA,NA,1989,"1989-MAY-17","Pinniped"
"NW-1989-1026667",NA,"UNKNOWN PHOCID",NA,"Otter Crest","Lincoln","OR","Inn at Otter Crest",NA,NA,NA,NA,1989,"1989-MAY-24","Pinniped"
"NW-1989-1026672",NA,"UNKNOWN PHOCID",NA,"Newport","Lincoln","OR","near Devil's Punchbowl",NA,NA,NA,NA,1989,"1989-MAY-26","Pinniped"
"NW-1989-1026676",NA,"UNKNOWN PHOCID",NA,"Kingston","Kitsap","WA","President's Point",NA,NA,NA,NA,1989,"1989-MAY-29","Pinniped"
"NW-1989-1026675",NA,"UNKNOWN PHOCID",NA,"Ocean Shores","Grays Harbor","WA",NA,NA,NA,NA,NA,1989,"1989-MAY-29","Pinniped"
"NW-1989-1026679",NA,"UNKNOWN PHOCID",NA,"Seattle","King","WA","Alki",NA,NA,NA,NA,1989,"1989-MAY-30","Pinniped"
"NW-1989-1026928",NA,"UNKNOWN PHOCID",NA,"Guemes Island","Skagit","WA","ferry dock",NA,NA,NA,NA,1989,"1989-NOV-01","Pinniped"
"NW-1989-1026932",NA,"UNKNOWN PHOCID",NA,"Westport","Grays Harbor","WA","600 ft. N of Ocean Ave beach approach",NA,NA,NA,NA,1989,"1989-NOV-19","Pinniped"
"NW-1989-1026933",NA,"UNKNOWN PHOCID",NA,"Pacific Shores","Lincoln","OR","below RV park",NA,NA,NA,NA,1989,"1989-NOV-25","Pinniped"
"NW-1989-1026935",NA,"UNKNOWN PHOCID",NA,"Spanish Head","Lincoln","OR","front of Inn at Spanish Head",NA,NA,NA,NA,1989,"1989-NOV-28","Pinniped"
"NW-1989-1026896",NA,"UNKNOWN PHOCID",NA,"Whidbey Island","Island","WA",NA,NA,NA,NA,NA,1989,"1989-OCT-01","Pinniped"
"NW-1989-1026898",NA,"UNKNOWN PHOCID",NA,"Florence","Lane","OR","N Jetty Beach area",NA,NA,NA,NA,1989,"1989-OCT-02","Pinniped"
"NW-1989-1026897",NA,"UNKNOWN PHOCID",NA,"Seattle","King","WA","W Seattle marina",NA,NA,NA,NA,1989,"1989-OCT-02","Pinniped"
"NW-1989-1026904",NA,"UNKNOWN PHOCID",NA,NA,"Unknown","WA",NA,NA,NA,NA,NA,1989,"1989-OCT-12","Pinniped"
"NW-1989-1026905",NA,"UNKNOWN PHOCID",NA,"Seattle","King","WA",NA,NA,NA,NA,NA,1989,"1989-OCT-14","Pinniped"
"NW-1989-1026909",NA,"UNKNOWN PHOCID",NA,"Iron Springs","Grays Harbor","WA","Iron Springs Resort",NA,NA,NA,NA,1989,"1989-OCT-14","Pinniped"
"NW-1989-1026914",NA,"UNKNOWN PHOCID",NA,"Longbranch","Pierce","WA",NA,NA,NA,NA,NA,1989,"1989-OCT-20","Pinniped"
"NW-1989-1026913",NA,"UNKNOWN PHOCID",NA,"Edmonds","Snohomish","WA","Olympic Beach",NA,NA,NA,NA,1989,"1989-OCT-20","Pinniped"
"NW-1989-1026912",NA,"UNKNOWN PHOCID",NA,"Everett","Snohomish","WA","18228 Olympic View Drive",NA,NA,NA,NA,1989,"1989-OCT-20","Pinniped"
"NW-1989-1026924",NA,"UNKNOWN PHOCID",NA,"Belfair","Mason","WA","7290 N Shore Rd.",NA,NA,NA,NA,1989,"1989-OCT-29","Pinniped"
"NW-1989-1026926",NA,"UNKNOWN PHOCID",NA,"Neskowin","Tillamook","OR","N of Proposal Rock",NA,NA,NA,NA,1989,"1989-OCT-30","Pinniped"
"NW-1989-1026844",NA,"UNKNOWN PHOCID",NA,NA,"Skagit","WA","1654 Neils Rd.",NA,NA,NA,NA,1989,"1989-SEP-02","Pinniped"
"NW-1989-1026847",NA,"UNKNOWN PHOCID",NA,"Belfair","Mason","WA","Hood Canal; 100 yds offshore",NA,NA,NA,NA,1989,"1989-SEP-04","Pinniped"
"NW-1989-1026846",NA,"UNKNOWN PHOCID",NA,"Priest Point Park","Unknown","WA","N of creek",NA,NA,NA,NA,1989,"1989-SEP-04","Pinniped"
"NW-1989-1026848",NA,"UNKNOWN PHOCID",NA,"Boston Harbor","Thurston","WA",NA,NA,NA,NA,NA,1989,"1989-SEP-05","Pinniped"
"NW-1989-1026850",NA,"UNKNOWN PHOCID",NA,"Lincoln City","Lincoln","OR",".25 mile from Seahorse Motel",NA,NA,NA,NA,1989,"1989-SEP-09","Pinniped"
"NW-1989-1026858",NA,"UNKNOWN PHOCID",NA,"Newport","Lincoln","OR","S of Jump-off-Joe",NA,NA,NA,NA,1989,"1989-SEP-17","Pinniped"
"NW-1989-1026859",NA,"UNKNOWN PHOCID",NA,"Lincoln City","Lincoln","OR","Oean Terrace Condos; Spanish Head",NA,NA,NA,NA,1989,"1989-SEP-17","Pinniped"
"NW-1989-1026860",NA,"UNKNOWN PHOCID",NA,"Vaughn","Pierce","WA","Vaughn Bay",NA,NA,NA,NA,1989,"1989-SEP-17","Pinniped"
"NW-1989-1026861",NA,"UNKNOWN PHOCID",NA,"Hood Canal","Unknown","WA",NA,NA,NA,NA,NA,1989,"1989-SEP-17","Pinniped"
"NW-1989-1026863",NA,"UNKNOWN PHOCID",NA,"Pacific City","Clatsop","OR","S of Bob Straub Park",NA,NA,NA,NA,1989,"1989-SEP-18","Pinniped"
"NW-1989-1026870",NA,"UNKNOWN PHOCID",NA,"Yachats","Lincoln","OR","N of Spencer Road",NA,NA,NA,NA,1989,"1989-SEP-22","Pinniped"
"NW-1989-1026875",NA,"UNKNOWN PHOCID",NA,"Vashon Island","King","WA","Camp South",NA,NA,NA,NA,1989,"1989-SEP-23","Pinniped"
"NW-1989-1026874",NA,"UNKNOWN PHOCID",NA,"Beverly Beach","Lincoln","OR",NA,NA,NA,NA,NA,1989,"1989-SEP-23","Pinniped"
"NW-1989-1026878",NA,"UNKNOWN PHOCID",NA,"Keyport","Kitsap","WA",NA,NA,NA,NA,NA,1989,"1989-SEP-24","Pinniped"
"NW-1989-1026882",NA,"UNKNOWN PHOCID",NA,"Olalla","Kitsap","WA",NA,NA,NA,NA,NA,1989,"1989-SEP-24","Pinniped"
"NW-1989-1026880",NA,"UNKNOWN PHOCID",NA,"Bellingham","Whatcom","WA","resort",NA,NA,NA,NA,1989,"1989-SEP-24","Pinniped"
"NW-1989-1026881",NA,"UNKNOWN PHOCID",NA,"Hood Canal","Unknown","WA",NA,NA,NA,NA,NA,1989,"1989-SEP-24","Pinniped"
"NW-1989-1026879",NA,"UNKNOWN PHOCID",NA,"Bellingham","Whatcom","WA","Fairhaven",NA,NA,NA,NA,1989,"1989-SEP-24","Pinniped"
"NW-1989-1026888",NA,"UNKNOWN PHOCID",NA,"Seattle","King","WA","boat launch; Alki",NA,NA,NA,NA,1989,"1989-SEP-25","Pinniped"
"NW-1989-1026890",NA,"UNKNOWN PHOCID",NA,"San Juan Island","San Juan","WA","Friday Harbor",NA,NA,NA,NA,1989,"1989-SEP-26","Pinniped"
"NW-1989-1026893",NA,"UNKNOWN PHOCID",NA,NA,"Unknown","OR","N side of 56th lighthouse",NA,NA,NA,NA,1989,"1989-SEP-28","Pinniped"
"NW-1990-1026172",NA,"UNKNOWN PHOCID",NA,"Bellingham","Whatcom","WA","Post Point",NA,NA,NA,NA,1990,"1990-APR-13","Pinniped"
"NW-1990-1026179",NA,"UNKNOWN PHOCID",NA,"Lummi Island","Whatcom","WA","Village Point",NA,NA,NA,NA,1990,"1990-APR-14","Pinniped"
"NW-1990-1026180",NA,"UNKNOWN PHOCID",NA,"Seattle","King","WA","Alki Beach",NA,NA,NA,NA,1990,"1990-APR-15","Pinniped"
"NW-1990-1026181",NA,"UNKNOWN PHOCID",NA,"no details given","Unknown","WA","no details given",NA,NA,NA,NA,1990,"1990-APR-15","Pinniped"
"NW-1990-1026176",NA,"UNKNOWN PHOCID",NA,"Waldport","Lincoln","OR","S of Strawberry Hill",NA,NA,NA,NA,1990,"1990-APR-15","Pinniped"
"NW-1990-1026187",NA,"UNKNOWN PHOCID",NA,"Brown's Point","Pierce","WA","by lighthouse",NA,NA,NA,NA,1990,"1990-APR-20","Pinniped"
"NW-1990-1026188",NA,"UNKNOWN PHOCID",NA,"Westport","Grays Harbor","WA","North Cove; S of town",NA,NA,NA,NA,1990,"1990-APR-21","Pinniped"
"NW-1990-1026197",NA,"UNKNOWN PHOCID",NA,"Bainbridge Island","Kitsap","WA","near salmon farm; S side of island",NA,NA,NA,NA,1990,"1990-APR-23","Pinniped"
"NW-1990-1026202",NA,"UNKNOWN PHOCID",NA,"Yachats","Lincoln","OR","S below Beachcomber Motel",NA,NA,NA,NA,1990,"1990-APR-26","Pinniped"
"NW-1990-1026204",NA,"UNKNOWN PHOCID",NA,"Edmonds","Snohomish","WA","Edmonds Harbor",NA,NA,NA,NA,1990,"1990-APR-27","Pinniped"
"NW-1990-1026417",NA,"UNKNOWN PHOCID",NA,"Newport","Lincoln","OR","Beverly Beach",NA,NA,NA,NA,1990,"1990-AUG-06","Pinniped"
"NW-1990-1026428",NA,"UNKNOWN PHOCID",NA,"Newport","Lincoln","OR",".75 mile S of Schooner's Landing",NA,NA,NA,NA,1990,"1990-AUG-14","Pinniped"
"NW-1990-1026453",NA,"UNKNOWN PHOCID",NA,"Lincoln City","Lincoln","OR","in front of Beachfront Motel",NA,NA,NA,NA,1990,"1990-AUG-23","Pinniped"
"NW-1990-1026457",NA,"UNKNOWN PHOCID",NA,"Waldport","Lincoln","OR","Patterson State Park",NA,NA,NA,NA,1990,"1990-AUG-25","Pinniped"
"NW-1990-1026460",NA,"UNKNOWN PHOCID",NA,"Fogarty Creek","Lincoln","OR","below Surfrider Motel",NA,NA,NA,NA,1990,"1990-AUG-26","Pinniped"
"NW-1990-1026547",NA,"UNKNOWN PHOCID",NA,"Florence","Lane","OR","N of north jetty",NA,NA,NA,NA,1990,"1990-DEC-01","Pinniped"
"NW-1990-1026091",NA,"UNKNOWN PHOCID",NA,"San Juan Island","San Juan","WA","around corner from Turn Island",NA,NA,NA,NA,1990,"1990-JAN-23","Pinniped"
"NW-1990-1026343",NA,"UNKNOWN PHOCID",NA,"Beverly Beach","Lincoln","OR","Moolack Beach",NA,NA,NA,NA,1990,"1990-JUL-03","Pinniped"
"NW-1990-1026345",NA,"UNKNOWN PHOCID",NA,"Newport","Lincoln","OR","Agate Beach",NA,NA,NA,NA,1990,"1990-JUL-04","Pinniped"
"NW-1990-1026355",NA,"UNKNOWN PHOCID",NA,"Allyn","Mason","WA","1 mile N of town; Case Inlet",NA,NA,NA,NA,1990,"1990-JUL-07","Pinniped"
"NW-1990-1026353",NA,"UNKNOWN PHOCID",NA,"Waldport","Lincoln","OR",".25 mile N of Sandcastle Motel",NA,NA,NA,NA,1990,"1990-JUL-07","Pinniped"
"NW-1990-1026354",NA,"UNKNOWN PHOCID",NA,"Yachats","Lincoln","OR","Ocean View Dr.",NA,NA,NA,NA,1990,"1990-JUL-07","Pinniped"
"NW-1990-1026367",NA,"UNKNOWN PHOCID",NA,"Gig Harbor","Pierce","WA","Prospect Pt.",NA,NA,NA,NA,1990,"1990-JUL-11","Pinniped"
"NW-1990-1026371",NA,"UNKNOWN PHOCID",NA,"Florence","Lane","OR","Washburn Campground",NA,NA,NA,NA,1990,"1990-JUL-13","Pinniped"
"NW-1990-1026382",NA,"UNKNOWN PHOCID",NA,"Long Point","Unknown","WA","Long Point Marina",NA,NA,NA,NA,1990,"1990-JUL-19","Pinniped"
"NW-1990-1026388",NA,"UNKNOWN PHOCID",NA,"Fidalgo Island","Skagit","WA",NA,NA,NA,NA,NA,1990,"1990-JUL-23","Pinniped"
"NW-1990-1026397",NA,"UNKNOWN PHOCID",NA,"Lincoln City","Lincoln","OR","Road's End Park",NA,NA,NA,NA,1990,"1990-JUL-25","Pinniped"
"NW-1990-1026401",NA,"UNKNOWN PHOCID",NA,"Port Angeles","Clallam","WA","Lyre River",NA,NA,NA,NA,1990,"1990-JUL-26","Pinniped"
"NW-1990-1026411",NA,"UNKNOWN PHOCID",NA,"Richmond Beach","King","WA",NA,NA,NA,NA,NA,1990,"1990-JUL-30","Pinniped"
"NW-1990-1026281",NA,"UNKNOWN PHOCID",NA,"Ocean Shores","Grays Harbor","WA",NA,NA,NA,NA,NA,1990,"1990-JUN-04","Pinniped"
"NW-1990-1026280",NA,"UNKNOWN PHOCID",NA,"Port Orchard","Kitsap","WA",NA,NA,NA,NA,NA,1990,"1990-JUN-04","Pinniped"
"NW-1990-1026282",NA,"UNKNOWN PHOCID",NA,"Seattle","King","WA","Magnolia area",NA,NA,NA,NA,1990,"1990-JUN-05","Pinniped"
"NW-1990-1026283",NA,"UNKNOWN PHOCID",NA,"Guemes Island","Skagit","WA",NA,NA,NA,NA,NA,1990,"1990-JUN-07","Pinniped"
"NW-1990-1026286",NA,"UNKNOWN PHOCID",NA,"Neskowin","Tillamook","OR","NE side of Proposal Rock",NA,NA,NA,NA,1990,"1990-JUN-07","Pinniped"
"NW-1990-1026289",NA,"UNKNOWN PHOCID",NA,"Olympia","Thurston","WA",NA,NA,NA,NA,NA,1990,"1990-JUN-08","Pinniped"
"NW-1990-1026307",NA,"UNKNOWN PHOCID",NA,"Ocean Shores","Grays Harbor","WA","Westpoint",NA,NA,NA,NA,1990,"1990-JUN-15","Pinniped"
"NW-1990-1026309",NA,"UNKNOWN PHOCID",NA,"Newport","Lincoln","OR","South Jetty",NA,NA,NA,NA,1990,"1990-JUN-15","Pinniped"
"NW-1990-1026319",NA,"UNKNOWN PHOCID",NA,"Whidbey Island","Island","WA","Oak Harbor",NA,NA,NA,NA,1990,"1990-JUN-22","Pinniped"
"NW-1990-1026321",NA,"UNKNOWN PHOCID",NA,"Richmond Beach","King","WA","Richmond Beach Park",NA,NA,NA,NA,1990,"1990-JUN-23","Pinniped"
"NW-1990-1026330",NA,"UNKNOWN PHOCID",NA,"Gearhart","Clatsop","OR",NA,NA,NA,NA,NA,1990,"1990-JUN-27","Pinniped"
"NW-1990-1026329",NA,"UNKNOWN PHOCID",NA,"Whidbey Island","Island","WA","NW Beach Rd.",NA,NA,NA,NA,1990,"1990-JUN-29","Pinniped"
"NW-1990-1026127",NA,"UNKNOWN PHOCID",NA,"Bainbridge Island","Kitsap","WA","Agate Pass",NA,NA,NA,NA,1990,"1990-MAR-10","Pinniped"
"NW-1990-1026131",NA,"UNKNOWN PHOCID",NA,"Bainbridge Island","Kitsap","WA",NA,NA,NA,NA,NA,1990,"1990-MAR-12","Pinniped"
"NW-1990-1026137",NA,"UNKNOWN PHOCID",NA,"Seattle","King","WA","Alki Beach",NA,NA,NA,NA,1990,"1990-MAR-16","Pinniped"
"NW-1990-1026140",NA,"UNKNOWN PHOCID",NA,"Bainbridge Island","Kitsap","WA",NA,NA,NA,NA,NA,1990,"1990-MAR-20","Pinniped"
"NW-1990-1026148",NA,"UNKNOWN PHOCID",NA,"Kingston","Kitsap","WA","N of Kingston ferry terminal",NA,NA,NA,NA,1990,"1990-MAR-28","Pinniped"
"NW-1990-1026152",NA,"UNKNOWN PHOCID",NA,"Bainbridge Island","Kitsap","WA","Pt. Monroe",NA,NA,NA,NA,1990,"1990-MAR-30","Pinniped"
"NW-1990-1026212",NA,"UNKNOWN PHOCID",NA,"Tacoma","Pierce","WA",NA,NA,NA,NA,NA,1990,"1990-MAY-03","Pinniped"
"NW-1990-1026213",NA,"UNKNOWN PHOCID",NA,"Westport","Grays Harbor","WA","Twin Harbors State Park",NA,NA,NA,NA,1990,"1990-MAY-03","Pinniped"
"NW-1990-1026214",NA,"UNKNOWN PHOCID",NA,"Seattle","King","WA","S of Fauntleroy ferry terminal",NA,NA,NA,NA,1990,"1990-MAY-04","Pinniped"
"NW-1990-1026227",NA,"UNKNOWN PHOCID",NA,"Salishan Spit","Lincoln","OR",NA,NA,NA,NA,NA,1990,"1990-MAY-11","Pinniped"
"NW-1990-1026237",NA,"UNKNOWN PHOCID",NA,"Gearhart","Clatsop","OR","1 block S of access rd.",NA,NA,NA,NA,1990,"1990-MAY-15","Pinniped"
"NW-1990-1026242",NA,"UNKNOWN PHOCID",NA,"Burien","King","WA","Three Tree Point",NA,NA,NA,NA,1990,"1990-MAY-17","Pinniped"
"NW-1990-1026243",NA,"UNKNOWN PHOCID",NA,"Edgewater Beach","Thurston","WA","Edgewater Inn",NA,NA,NA,NA,1990,"1990-MAY-17","Pinniped"
"NW-1990-1026245",NA,"UNKNOWN PHOCID",NA,"Cape Foulweather","Unknown","OR","500 yds. S of Cape Foulweather",NA,NA,NA,NA,1990,"1990-MAY-18","Pinniped"
"NW-1990-1026248",NA,"UNKNOWN PHOCID",NA,"Des Moines","King","WA",NA,NA,NA,NA,NA,1990,"1990-MAY-20","Pinniped"
"NW-1990-1026253",NA,"UNKNOWN PHOCID",NA,"Waldport","Lincoln","OR","500 yds. N of Sandpiper Village beach access",NA,NA,NA,NA,1990,"1990-MAY-23","Pinniped"
"NW-1990-1026267",NA,"UNKNOWN PHOCID",NA,"Cannon Beach","Lincoln","OR","Arch Cape",NA,NA,NA,NA,1990,"1990-MAY-30","Pinniped"
"NW-1990-1026270",NA,"UNKNOWN PHOCID",NA,"Westport","Grays Harbor","WA","Half Moon Bay",NA,NA,NA,NA,1990,"1990-MAY-31","Pinniped"
"NW-1990-1026269",NA,"UNKNOWN PHOCID",NA,"Port Richmond","Pierce","WA",NA,NA,NA,NA,NA,1990,"1990-MAY-31","Pinniped"
"NW-1990-1026537",NA,"UNKNOWN PHOCID",NA,"Seattle","King","WA","Lincoln Park",NA,NA,NA,NA,1990,"1990-NOV-11","Pinniped"
"NW-1990-1026538",NA,"UNKNOWN PHOCID",NA,"Shelton","Mason","WA",NA,NA,NA,NA,NA,1990,"1990-NOV-13","Pinniped"
"NW-1990-1026542",NA,"UNKNOWN PHOCID",NA,"Beverly Beach","Lincoln","OR",NA,NA,NA,NA,NA,1990,"1990-NOV-23","Pinniped"
"NW-1990-1026516",NA,"UNKNOWN PHOCID",NA,"Lincoln Beach","Lincoln","OR",NA,NA,NA,NA,NA,1990,"1990-OCT-01","Pinniped"
"NW-1990-1026517",NA,"UNKNOWN PHOCID",NA,"Gleneden Beach","Lincoln","OR",NA,NA,NA,NA,NA,1990,"1990-OCT-01","Pinniped"
"NW-1990-1026482",NA,"UNKNOWN PHOCID",NA,"Newport","Lincoln","OR","N end of Moolack Beach",NA,NA,NA,NA,1990,"1990-SEP-03","Pinniped"
"NW-1990-1026493",NA,"UNKNOWN PHOCID",NA,"Pacific City","Tillamook","OR","Tierra del Mar beach",NA,NA,NA,NA,1990,"1990-SEP-09","Pinniped"
"NW-1991-1025895",NA,"UNKNOWN PHOCID",NA,"Port Townsend","Jefferson","WA","Ft. Warden State Park",NA,NA,NA,NA,1991,"1991-APR-25","Pinniped"
"NW-1991-1026014",NA,"UNKNOWN PHOCID",NA,"Bellingham","Whatcom","WA","off Eldridge Ave.",NA,NA,NA,NA,1991,"1991-AUG-20","Pinniped"
"NW-1991-1026076",NA,"UNKNOWN PHOCID",NA,"Netarts","Tillamook","OR","bay side of spit",NA,NA,NA,NA,1991,"1991-DEC-02","Pinniped"
"NW-1991-1026079",NA,"UNKNOWN PHOCID",NA,"Bremerton","Kitsap","WA","naval shipyard",NA,NA,NA,NA,1991,"1991-DEC-09","Pinniped"
