"Field.Number","National.Database.Number","Affiliation","Common.Name","Observation.Date","State","County","City...from.strandings.table","Locality.Detail","Latitude","mean_lat","Lat_error","Longitude","mean_long","Long_error"
"SWC-ZC-13-111B","SW-2013-1150275","SeaWorld of California","Sea lion, California","2013-MAR-10","CA","San Diego","CARLSBAD","NORTH OF TOWER 26. NEAREST CROSS STREETS TAMARACK AVENUE AND CARLSBAD AVENUE",33.728,32.8061558059814,-0.921844194018618,-117.177648,-117.233907868453,-0.0562598684533242
"SWC-ZC-15-575B","SW-2015-1173545","SeaWorld of California","Sea lion, California","2015-MAR-29","CA","San Diego","CARLSBAD","AVENIDA ENCINAS AND PALOMAR AIRPORT ROAD.",33.728,32.8061558059814,-0.921844194018618,-117.1949,-117.233907868453,-0.039007868453325
"PMMC-Z-15-02-18-132","SW-2015-1173813","Pacific Marine Mammal Center","Sea lion, California","2015-FEB-18","CA","Orange","SEAL BEACH","SEAL BEACH NAVAL WEAPONS",33.736198,33.4288729554098,-0.307325044590165,-33.736198,-117.695306882181,-83.959108882181
"FMMMCC-14-211","SW-2014-1159158","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2014-APR-17","CA","Humboldt","PALOS VERDES","TRUMPS",33.736236,40.8069794130663,7.07074341306633,-118.398322,-124.122170449186,-5.72384844918649
"SWC-ZC-12-41B","SW-2012-1143080","SeaWorld of California","Sea lion, California","2012-APR-12","CA","San Diego","CARLSBAD","5327 CARLSBAD BOULEVARD",33.7417,32.8061558059814,-0.935544194018618,-11720.014,-117.233907868453,11602.7800921315
"SWC-ZC-15-795B","SW-2015-1174525","SeaWorld of California","Sea lion, California","2015-AUG-01","CA","San Diego","CARLSBAD","SOUTH CARLSBAD STATE BEACH. CARLSBAD BOULEVARD AND AVENIDA ENCINAS.",33.743,32.8061558059814,-0.936844194018619,-117.2,-117.233907868453,-0.0339078684533263
"SWC-ZC-15-747B","SW-2015-1173710","SeaWorld of California","Sea lion, California","2015-MAY-13","CA","San Diego","CARLSBAD","5099 SHORE DRIVE. CARLSBAD STATE BEACH NEAR HOUSING PROPERTY.",33.7534,32.8061558059814,-0.947244194018616,-117.2083,-117.233907868453,-0.025607868453335
"SWC-ZC-16-338B","SW-2016-1185383","SeaWorld of California","Sea lion, California","2016-MAY-12","CA","San Diego","CARLSBAD","ANIMAL WAS ON THE ROCKS ON THE SHORELINE IN FRONT OF 5029 TIERRA DEL ORO, CARLSBAD, 92008.",33.756,32.8061558059814,-0.949844194018617,-117.2013,-117.233907868453,-0.0326078684533258
"SWC-ZC-15-131B-R1","SW-2015-1173705","SeaWorld of California","Sea lion, California","2015-MAY-10","CA","San Diego","CARLSBAD","5031 TIERRA DEL ORO. PICKED UP AT A CARLSBAD RESIDENTS HOME.",33.757,32.8061558059814,-0.950844194018615,-117.201,-117.233907868453,-0.0329078684533357
"SWC-ZC-13-84B","SW-2013-1150243","SeaWorld of California","Sea lion, California","2013-MAR-06","CA","San Diego","CARLSBAD","CARLSBAD STATE BEACH. NEAREST CROSS STREET CARLSBAD BOULAVARD",33.78,32.8061558059814,-0.973844194018618,-117.193,-117.233907868453,-0.0409078684533313
"NONE-ASSIGNED","SW-2009-1100427","ENCINA POWER PLANT","Sea lion, California","2009-JUN-19","CA","San Diego","CARLSBAD","POWER PLANT INTAKE",33.8,32.8061558059814,-0.993844194018614,-117.2,-117.233907868453,-0.0339078684533263
"SWC-ZC-16-36B","SW-2016-1181678","SeaWorld of California","Sea lion, California","2016-FEB-02","CA","San Diego","CARLSBAD","NORTH CARLSBAD STATE BEACH, ON THE BEACH IN FRONT OF ENCINITAS POWER PLANT. CROSS SRTEETS ARE CAOST BOULEVARD AND CANNON ROAD.",33.8,32.8061558059814,-0.993844194018614,-117.2014,-117.233907868453,-0.0325078684533224
"NONE-ASSIGNED","SW-2008-1094485","ENCINA POWER PLANT","Seal, harbor","2008-DEC-15","CA","San Diego","CARLSBAD","PLANT INTAKE",33.817,32.8061558059814,-1.01084419401862,-117.2022,-117.233907868453,-0.0317078684533243
"SWC-ZC-15-264B","SW-2015-1172469","SeaWorld of California","Sea lion, California","2015-FEB-21","CA","San Diego","CARLSBAD","CARLSBAD JETTY NEAR LIFEGUARD TOWER 30. NEAREST CROSS STREETS CARLSBAD BOULEVARD AND SEQUOIA AVENUE",33.819,32.8061558059814,-1.01284419401862,-117.2021,-117.233907868453,-0.0318078684533276
"SWC-ZC-15-266B","SW-2015-1172471","SeaWorld of California","Sea lion, California","2015-FEB-21","CA","San Diego","CARLSBAD","CARLSBAD LIFEGUARD TOWER 30 / JETTY",33.819,32.8061558059814,-1.01284419401862,-117.2021,-117.233907868453,-0.0318078684533276
"SWC-ZC-15-749B-R1","SW-2015-1176167","SeaWorld of California","Sea lion, California","2015-SEP-11","CA","San Diego","CARLSBAD","CARLSBAD AQUA FARMS. 4600 CARLSBAD BOULEVARD.",33.822,32.8061558059814,-1.01584419401862,-117.2021,-117.233907868453,-0.0318078684533276
"SWC-AT-14-02B","SW-2014-1171653","SeaWorld of California","Seal, Guadalupe fur","2014-DEC-12","CA","San Diego","CARLSBAD","OFF OF CARLSBAD BLVD CLOSE TO TOWER 31. SOUTH OF TOWER 32 ON THE SEA WALL BETWEEN THE BEACH AND THE SIDEWALK. CARLSBAD STATE BEACH",33.828,32.8061558059814,-1.02184419401862,-117.2026,-117.233907868453,-0.0313078684533252
"SWC-ZC-06-04B","SW-2006-1056649","SeaWorld of California","Sea lion, California","2006-JAN-11","CA","San Diego","CARLSBAD","CARLSBAD STATE BEACH 50 YARDS SOUTH OF TOWER 22",33.8342,32.8061558059814,-1.02804419401862,-117.20387,-117.233907868453,-0.0300378684533342
"SWFSC-SJC-0019","SW-2007-1072491","Southwest Fisheries Science Center","Dolphin, common, long-beaked","2007-NOV-24","CA","San Diego","CARLSBAD","CARLSBAD STATE BEACH, TOWER 33",33.838,32.8061558059814,-1.03184419401862,-117.2033,-117.233907868453,-0.0306078684533304
"FMMMCC-15-045","SW-2015-1176419","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2015-JAN-18","CA","Humboldt","REDONDO BEACH","HARBOR PATROL DOCK",33.838169,40.8069794130663,6.96881041306633,-118.385411,-124.122170449186,-5.73675944918648
"FMMMCC-15-566","SW-2015-1179677","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2015-MAY-19","CA","Los Angeles","Redondo Beach","Redondo Beach, Ruby Street",33.838169,33.9463884433333,0.108219443333333,-118385411,-118.555894658204,118385292.444105
"FMMMCC-15-383","SW-2015-1179333","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2015-MAR-24","CA","Los Angeles","REDONDO BEACH","REDONDO BEACH",33.838169,33.9463884433333,0.108219443333333,-118385411,-118.555894658204,118385292.444105
"FMMMCC-13-363","SW-2013-1150483","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2013-MAR-21","CA","Los Angeles","REDONDO BEACH","REDONDON BEACH",33.838169,33.9463884433333,0.108219443333333,-118385411,-118.555894658204,118385292.444105
"SWC-ZC-16-202B","SW-2016-1183114","SeaWorld of California","Sea lion, California","2016-MAR-11","CA","San Diego","CARLSBAD","CARLSBAD. ANIMAL WAS FOUND ON RESIDENTIAL PORCH AT 4519 COVE DRIVE, CARLSBAD 92008.",33.84,32.8061558059814,-1.03384419401862,-117.1926,-117.233907868453,-0.0413078684533303
"SWC-MA-13-08B","SW-2013-1151639","SeaWorld of California","Seal, northern elephant","2013-APR-19","CA","San Diego","CARLSBAD","TOWER 29-30. PALOMAR AIRPORT ROAD AND CARLSBAD BLVD.",33.84,32.8061558059814,-1.03384419401862,-117.2013,-117.233907868453,-0.0326078684533258
"SWC-ZC-16-294B","SW-2016-1183786","SeaWorld of California","Sea lion, California","2016-APR-04","CA","San Diego","CARLSBAD","AGUA HEDIONDS NEAR JETTY BRIDGE. CARLSBAD STATE BEACH. CARLSBAD BOULEVARD BETWEEN TAMARACK AVENUE AND SEQUOIA AVENUE",33.841,32.8061558059814,-1.03484419401862,-117.2034,-117.233907868453,-0.0305078684533271
"SWC-ZC-15-349B","SW-2015-1172730","SeaWorld of California","Sea lion, California","2015-FEB-28","CA","San Diego","CARLSBAD","LEON RAYMOND HUBBARD Jr., MARINE FISH HATCHERY, CARLSBAD",33.8417,32.8061558059814,-1.03554419401862,-117.20262,-117.233907868453,-0.0312878684533331
"SWFSC-KXD-0130","SW-2007-1068285","Southwest Fisheries Science Center","Dolphin, common, long-beaked","2007-JUL-05","CA","San Diego","Carlsbad","TAMARACK BEACH",33.842,32.8061558059814,-1.03584419401862,-117.2037,-117.233907868453,-0.0302078684533313
"FMMMCC-15-601","SW-2015-1179730","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2015-JUN-01","CA","Los Angeles","Redondo Beach","Redondo Beach Port Royal Marina, on a boat",33.844111,33.9463884433333,0.102277443333335,-118392417,-118.555894658204,118392298.444105
"FMMMCC-16-113","SW-2016-1182715","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2016-FEB-20","CA","Los Angeles","REDONDO BEACH","LAGOON",33.844353,33.9463884433333,0.102035443333335,-118394723,-118.555894658204,118394604.444105
"SWC-ZC-14-30B","SW-2014-1156013","SeaWorld of California","Sea lion, California","2014-MAR-18","CA","San Diego","CARLSBAD","CARLSBAD STATE BEACH AT THE CROSS STREETS OF CARLSBAD BOULEVARD AND TAMARACK AVENUE",33.845,32.8061558059814,-1.03884419401862,-117.204,-117.233907868453,-0.0299078684533356
"SWC-ZC-13-42B","SW-2013-1150164","SeaWorld of California","Sea lion, California","2013-FEB-18","CA","San Diego","CARLSBAD","CARLSBAD STATE BEACH. SOUTH SIDE OF JETTY. NEAREST CROSS STREET TAMARACK AVENUE",33.847,32.8061558059814,-1.04084419401862,-117.2039,-117.233907868453,-0.0300078684533247
"SWC-ZC-15-138B-R1","SW-2015-1173707","SeaWorld of California","Sea lion, California","2015-MAY-12","CA","San Diego","CARLSBAD","TAMARACK AVENUE AND CARLSBAD BOULEVARD. CARLSBAD STATE BEACH NEAR TOWER 34",33.847,32.8061558059814,-1.04084419401862,-117.2043,-117.233907868453,-0.0296078684533256
"SWC-ZC-13-68B","SW-2013-1150197","SeaWorld of California","Sea lion, California","2013-MAR-03","CA","San Diego","CARLSBAD","TAMARACK BOULAVARD, NORTH OF JETTY",33.848,32.8061558059814,-1.04184419401862,-117.204,-117.233907868453,-0.0299078684533356
"SWC-MA-13-02B","SW-2013-1150640","SeaWorld of California","Seal, northern elephant","2013-FEB-23","CA","San Diego","CARLSBAD","CARLSBAD STATE BEACH BETWEEN LIFEGUARD TOWERS THIRTY-TWO AND THIRTY-THREE. CROSS STREETS ARE TAMARACK STREET AND CARLSBAD BOULEVARD",33.848,32.8061558059814,-1.04184419401862,-117.2042,-117.233907868453,-0.029707868453329
"SWC-ZC-13-58B","SW-2013-1150150","SeaWorld of California","Sea lion, California","2013-FEB-28","CA","San Diego","CARLSBAD","CARLSBAD STATE BEACH LIFEGUARD TOWER #28, SOUTH OF PALOMAR AIRPORT ROAD",33.851,32.8061558059814,-1.04484419401862,-117.2142,-117.233907868453,-0.0197078684533238
"FMMMCC-08-336","SW-2008-1086435","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2008-SEP-21","CA","Los Angeles","HERMOSA BEACH","UNDER CHARTHOUSE RESTAURANT",33.852219,33.9463884433333,0.0941694433333353,-118399111,-118.555894658204,118398992.444105
"SWC-ZC-10-148B","SW-2010-1123097","SeaWorld of California","Sea lion, California","2010-JUN-11","CA","San Diego","CARLSBAD","CARLSBAD VILLAGE DRIVE AND TAMARACK AVENUE",33.85326,32.8061558059814,-1.04710419401862,-117.20431,-117.233907868453,-0.0295978684533225
"SWC-ZC-14-57B","SW-2014-1157652","SeaWorld of California","Sea lion, California","2014-MAR-31","CA","San Diego","CARLSBAD","TAMARACK BEACH JUST NORTH OF LIFEGUARD TOWER 35 AT THE END OF TAMARACK STREET",33.855,32.8061558059814,-1.04884419401861,-117.205,-117.233907868453,-0.0289078684533308
"SWC-ZC-13-52B-R1","SW-2013-1152026","SeaWorld of California","Sea lion, California","2013-APR-27","CA","San Diego","CARLSBAD","CARLSBAD STATE BEACH NEAR LIFEGUARD TOWER #30 AT THE END OF CANNON STREET",33.858,32.8061558059814,-1.05184419401861,-117.2023,-117.233907868453,-0.0316078684533352
"SWC-ZC-14-49B","SW-2014-1157382","SeaWorld of California","Sea lion, California","2014-MAR-30","CA","San Diego","CARLSBAD","JUST SOUTH OF LIFEGUARD TOWER 30, NEAREST CROSS STREETS ARE COAST BOULEVARD AND TAMARACK BOULEVARD",33.8611,32.8061558059814,-1.05494419401862,-117.203,-117.233907868453,-0.0309078684533262
"FMMMCC-15-589","SW-2015-1179695","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2015-MAY-27","CA","Los Angeles","Hermosa Beach","Hermosa Beach",33.864542,33.9463884433333,0.0818464433333332,-18.395417,-118.555894658204,-100.160477658204
"FMMMCC-16-133","SW-2016-1182929","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2016-FEB-25","CA","Los Angeles","HERMOSA BEACH","HERMOSA BEACH",33.864542,33.9463884433333,0.0818464433333332,-118395417,-118.555894658204,118395298.444105
"SWC-MA-06-140B","SW-2006-1065805","SeaWorld of California","Seal, northern elephant","2006-NOV-25","CA","San Diego","LA JOLLA","CALUMET BEACH PARK",33.88126,32.8061558059814,-1.07510419401861,-117.20282,-117.233907868453,-0.0310878684533265
"FMMMCC-16-047","SW-2016-1182166","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2016-FEB-01","CA","Los Angeles","EL SEGUNDO","EL SEGUNDO TOWER",33.914411,33.9463884433333,0.0319774433333322,-118428711,-118.555894658204,118428592.444105
"FMMMCC-16-073","SW-2016-1182035","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2016-FEB-10","CA","Los Angeles","EL SEGUNDO","EL SEGUNDO BEACH",33.914411,33.9463884433333,0.0319774433333322,-118428711,-118.555894658204,118428592.444105
"FMMMCC-15-526","SW-2015-1179629","Fort MacArthur Marine Mammal Care Center","Seal, northern elephant","2015-MAY-02","CA","Los Angeles","EL SEGUNDO","EL SEGUNDO",33.914411,33.9463884433333,0.0319774433333322,-118428711,-118.555894658204,118428592.444105
"FMMMCC-13-351","SW-2013-1150367","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2013-MAR-20","CA","Los Angeles","EL SEGUNDO",NA,33.9144411,33.9463884433333,0.0319473433333357,-118428711,-118.555894658204,118428592.444105
"BLANK","SW-2014-1171269",NA,"Sea lion, California","2014-MAY-19","CA","Humboldt","Playa del Rey","Santa Monica Bay, circulating water intake tunnel entry into screenbay",33.91667,40.8069794130663,6.89030941306633,-118.4339,-124.122170449186,-5.68827044918649
"SWC-ZC-15-353B","SW-2015-1172734","SeaWorld of California","Sea lion, California","2015-MAR-01","CA","San Diego","CARLSBAD","FOOT OF PINE AVENUE AND CARLSBAD AVENUE, CARLSBAD 92008 NEAR TOWER 38",33.9179,32.8061558059814,-1.11174419401862,-117.2129,-117.233907868453,-0.0210078684533244
"SWC-ZC-13-92B","SW-2013-1150254","SeaWorld of California","Sea lion, California","2013-MAR-08","CA","San Diego","CARLSBAD","ON STAIRS LEADING TO 2955 OCEAN BOULAVARD",33.927,32.8061558059814,-1.12084419401862,-117.2112,-117.233907868453,-0.022707868453324
"SWC-ZC-13-110B","SW-2013-1150274","SeaWorld of California","Sea lion, California","2013-MAR-10","CA","San Diego","CARLSBAD","SOUTH OF TOWER 28, NORTH OF TOWER 26. NEAREST CROSS ROADS ARE TAMARACK AVENUE AND CARLSBAD AVENUE",33.929,32.8061558059814,-1.12284419401862,-117.212,-117.233907868453,-0.0219078684533258
"FMMMCC-10-274","SW-2010-1122099","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2010-APR-30","CA","Humboldt","PLAYA DEL REY","DOCKWEILER",33.930489,40.8069794130663,6.87649041306633,-118436456,-124.122170449186,118436331.87783
"FMMMCC-14-302","SW-2014-1159288","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2014-MAY-03","CA","Los Angeles","PLAYA DEL REY","DOCKWEILER BEACH",33.930489,33.9463884433333,0.0158994433333319,-1418.436456,-118.555894658204,1299.8805613418
"FMMMCC-15-053","SW-2015-1174806","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2015-JAN-22","CA","Los Angeles","PLAYA DEL REY","DOCKWEILER STATE BEACH-PDR",33.930489,33.9463884433333,0.0158994433333319,-118436456,-118.555894658204,118436337.444105
"FMMMCC-15-598","SW-2015-1179705","Fort MacArthur Marine Mammal Care Center","Seal, northern elephant","2015-MAY-30","CA","Los Angeles","Playa del Rey","Dockweiler State Beach, Tower 47",33.930489,33.9463884433333,0.0158994433333319,-118436456,-118.555894658204,118436337.444105
"FMMMCC-08-198","SW-2008-1085561","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2008-MAY-19","CA","Los Angeles","PLAYA DEL REY","DOCKWEILER STATE BEACH",33.930489,33.9463884433333,0.0158994433333319,-188.436456,-118.555894658204,69.8805613417961
"FMMMCC-16-053","SW-2016-1181727","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2016-FEB-04","CA","Los Angeles","PLAYA DEL REY","DOCKWEILER STATE BEACH",33.930489,33.9463884433333,0.0158994433333319,-118436456,-118.555894658204,118436337.444105
"FMMMCC-14-214-R1","SW-2014-1170984","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2014-DEC-26","CA","Marin","PLAYA DEL REY","DOCKWEILER BEACH",33.930489,37.9381007172236,4.00761171722363,-118.436456,-122.700538206835,-4.26408220683544
"SWC-ZC-15-245B","SW-2015-1172145","SeaWorld of California","Sea lion, California","2015-FEB-19","CA","San Diego","CARLSBAD","OCEAN AND CHRISTIANSEN",33.933,32.8061558059814,-1.12684419401862,-117.2114,-117.233907868453,-0.0225078684533315
"SWC-ZC-15-247B","SW-2015-1172148","SeaWorld of California","Sea lion, California","2015-FEB-19","CA","San Diego","CARLSBAD","OCEAN AND CHRISTIANSEN",33.933,32.8061558059814,-1.12684419401862,-117.2114,-117.233907868453,-0.0225078684533315
"SWC-ZC-15-505B","SW-2015-1173487","SeaWorld of California","Sea lion, California","2015-MAR-19","CA","San Diego","OCEANSIDE","OCEANSIDE BEACH. SEAWORLD TEAM PICKED UP ANIMAL IN CUSTODY AT OCEANSIDE BEACH LIFEGUARD STATION. PACIFIC STREET AND COAST STREET.",33.933,32.8061558059814,-1.12684419401862,-117.2115,-117.233907868453,-0.0224078684533282
"SWC-ZC-15-504B","SW-2015-1173867","SeaWorld of California","Sea lion, California","2015-MAR-19","CA","San Diego","CARLSBAD","CHRISTINSEN AVENUE AND OCEAN STREET. CARLSBAD STATE BEACH NEAR THE BEACH TERRACE INN.",33.933,32.8061558059814,-1.12684419401862,-117.2115,-117.233907868453,-0.0224078684533282
"SWC-ZC-15-691B","SW-2015-1173209","SeaWorld of California","Sea lion, California","2015-APR-21","CA","San Diego","CARLSBAD","BEECH STREET AND OCEAN STREET. ON BEACH ABOUT 100 YARDS NORTH OF BEACH ACCESS POINT.",33.9357,32.8061558059814,-1.12954419401861,-117.21168,-117.233907868453,-0.0222278684533279
"SWC-ZC-14-55B","SW-2014-1157604","SeaWorld of California","Sea lion, California","2014-MAR-31","CA","San Diego","CARLSBAD","CARLSBAD STATE BEACH NEAR PINE STREET",33.937,32.8061558059814,-1.13084419401861,-117.2121,-117.233907868453,-0.0218078684533225
"SWC-ZC-13-266B","SW-2013-1151342","SeaWorld of California","Sea lion, California","2013-APR-01","CA","San Diego","CARLSBAD","2617 OCEAN STREET. IN GARDEN OF BACK YARD.",33.94,32.8061558059814,-1.13384419401861,-117.2122,-117.233907868453,-0.0217078684533334
"FMMMCC-16-409","SW-2016-1191158","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2016-AUG-31","CA","Marin","PLAYA DEL REY",NA,33.94889,37.9381007172236,3.98921071722363,-118.444722,-122.700538206835,-4.25581620683545
"SWC-ZC-14-206B","SW-2014-1171497","SeaWorld of California","Sea lion, California","2014-DEC-29","CA","San Diego","CARLSBAD","DWON BEACH ACCESS STAIRS AT THE END OF OCEAN STREET",33.949,32.8061558059814,-1.14284419401861,-117.2131,-117.233907868453,-0.0208078684533319
"SWC-ZC-13-151B","SW-2013-1150895","SeaWorld of California","Sea lion, California","2013-MAR-18","CA","San Diego","CARLSBAD","CARLSBAD STATE BEACH NEAR OCEAN STREET AND CARLSBAD VILLAGE DRIVE",33.957,32.8061558059814,-1.15084419401862,-117.2133,-117.233907868453,-0.0206078684533253
"SWC-ZC-16-270B","SW-2016-1183724","SeaWorld of California","Sea lion, California","2016-MAR-30","CA","San Diego","OCEANSIDE","SAINT MALO BEACH. 28 SAINT MALO BEACH AND PACIFIC STREET.",33.958,32.8061558059814,-1.15184419401862,-117.2137,-117.233907868453,-0.0202078684533262
"FMMMCC-14-156","SW-2014-1170394","Fort MacArthur Marine Mammal Care Center","Sea lion, California","2014-APR-07","CA","Marin","MARINA DEL REY",NA,33.965819,37.9381007172236,3.97228171722362,-118.458561,-122.700538206835,-4.24197720683544
"SWC-ZC-15-784B","SW-2015-1173320","SeaWorld of California","Sea lion, California","2015-JUN-09","CA","San Diego","CARLSBAD","CARLSBAD NEAR TOWER 30. PALOMAR AIRPORT ROAD AND PACIFIC COAST HIGHWAY.",33.967,32.8061558059814,-1.16084419401862,-117.2057,-117.233907868453,-0.028207868453336
"FMMMCC-08-069","SW-2008-1084801","Fort MacArthur Marine Mammal Care Center","Seal, northern elephant","2008-MAR-20","CA","Los Angeles","VENICE","VENICE BEACH/BREAKWATER",33.98564,33.9463884433333,-0.0392515566666631,-18.47725,-118.555894658204,-100.078644658204
