National Database Number,Field Number,Nmfs Regional Number,Confidence Code,Common Name,Genus,Species,Report Status,Examiner Name,Affiliation,Stranding Agreement/Authority,Region,City - from strandings table,County,State,Body of Water,Locality Detail,Latitude,Latitude Units,Latitude Actual/Estimate,Longitude,Longitude Units,Longitude Actual/Estimate,How lat/long determined,Restrand,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,Other Human Interaction,Other Human Int Description,How Determined: External Exam,How Determined: Internal Exam,How Determined: Necropsy,How Determined: Other,Observation Date,Year of Observation,Month of Observation,Day of Observation,How Observed,Observation Date Act/Est,Observation Status,Not Able to Examine,Date of Examination,Year of Examination,Month of Examination,Day of Examination,Condition at Examination,Left at Site,Sex,Age Class,2007 Whole Carcass,2007 Partial Carcass,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Necropsied Flag,Necropsy Limited Flag,Necropy Carcass Fresh/Frozen,Date of Necropsy,Year of Necropsy,Month of Necropsy,Day of Necropsy,Stranding Necropsied By,Additional Remarks,Additional Identifiers
NW-2005-1052989,PSU05-02-07Pc,05NWR02025,Confirmed - Medium Report,"Whale, sperm",Physeter,macrocephalus,Validated,D. Duffield,Portland State University,Portland State University,NW,Arch Cape,Clatsop,OR,Pacific Ocean,Hug Pt. State Park,45.5029,decimal degrees,estimate,123.5729,decimal degrees,estimate,Other,N,CBD,N,N,N,N,,,,,,2005-FEB-07,2005,FEB,7,Beach or Land,,Moderate Decomposition,N,2005-FEB-27,2005,FEB,27,Advanced Decomposition,N,MALE,PUP/CALF,,,402,cm,actual,,,,Y,,,2005-FEB-27,2005,FEB,27,"Duffield, D./PSU",,
NW-2007-1067467,2007-SJ005,07NWR03013,Confirmed - Medium Report,"Porpoise, Dall's",Phocoenoides,dalli,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,San Juan Island,San Juan,WA,Strait of Juan de Fuca,Eagle Cove Community Beach,48 28 00,deg/min/sec,estimate,123 02 05,deg/min/sec,estimate,Map,N,CBD,N,N,N,N,,,,,,2007-MAR-22,2007,MAR,22,Beach or Land,,Fresh Dead,N,2007-MAR-22,2007,MAR,22,Fresh Dead,N,UNKNOWN,YEARLING,,,137,cm,actual,,,,N,,,,,,,,"Even though fresh dead, this young porpoise was very heavily scavenged on right side, belly, and genital area. Could not determine gender or if there was any type of human interaction.",
NW-2003-1000779,2003-SJ008,03NWR05006,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Whale Museum,Whale Museum,Whale Museum,NW,San Juan Island,San Juan,WA,Puget Sound,South Beach,,,,,,,,,CBD,N,N,N,,,,,,,2003-MAY-05,2003,MAY,5,Beach or Land,,Moderate Decomposition,N,2003-MAY-05,2003,MAY,5,Moderate Decomposition,N,FEMALE,ADULT,,,152,cm,actual,48.5,kg,actual,Y,,,2003-JUL-23,2003,JUL,23,"Raverty, Gaydos, Norman, Fleetwood",was CT scanned on 7/20/03,
NW-2003-1000788,03-CU-020,03NWR05015,Confirmed - High Report,"Whale, gray",Eschrichtius,robustus,Validated,S. Riemer,Oregon Department of Fish and Wildlife,Oregon Department of Fish and Wildlife (Gold Beach),NW,Brookings,Curry,OR,Pacific Ocean,,,,,,,,,,CBD,N,N,N,,,,,,,2003-MAY-27,2003,MAY,27,Beach or Land,,Condition Unknown,N,2003-MAY-28,2003,MAY,28,Condition Unknown,N,FEMALE,ADULT,,,1100,cm,actual,,kg,actual,N,,,,,,,,,
NW-2010-1129887,HMSC10-11-26-Pp,10NWR11037,Confirmed - Medium,"Porpoise, harbor",Phocoena,phocoena,Validated,Jim Rice,"Marine Mammal Institute, OSU","Hatfield Marine Science Center, OSU",NW,Gold Beach,Curry,OR,Pacific Ocean,north of Gold Beach off B street and Nesika Road,42.500092,dd.dddd,,–124.418977,dd.dddd,,Internet,N,CBD,N,N,N,N,,N,N,N,N,2010-NOV-26,2010,NOV,26,Beach or Land,,Moderate Decomposition,N,,,,,,N,MALE,SUBADULT,N,N,52,in,estimate,0,lb,estimate,N,,,,,,,,,
NW-2015-1179442,HMSC15-10-11-Mn,15NWR10033,Confirmed - High Report,"Whale, humpback",Megaptera,novaeangliae,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Yachats,Lincoln,OR,Pacific Ocean,"NW Oregon St., San Marine area; skull came ashore next day at Patterson State Park 4 miles north",44.354527,dd.dddd,,–124.095975,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2015-OCT-11,2015,OCT,11,Beach or Land,,Advanced Decomposition,N,2015-OCT-12,2015,OCT,12,Advanced Decomposition,N,MALE,SUBADULT,N,N,1044,cm,estimate,0,lb,estimate,N,,,,,,,,,
NW-2015-1179366,HMSC15-08-18-Lo,15NWR08062,Confirmed - High Report,"Dolphin, Pacific white-sided",Lagenorhynchus,obliquidens,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Neskowin,Tillamook,OR,Pacific Ocean,Proposal Rock,45.104728,dd.dddd,,–123.986129,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2015-AUG-18,2015,AUG,18,Beach or Land,,Fresh Dead,N,2015-AUG-18,2015,AUG,18,Fresh Dead,N,FEMALE,ADULT,Y,N,201.5,cm,actual,215,lb,actual,Y,complete,frozen,2015-OCT-20,2015,OCT,20,Jim Rice et al,,
NW-2007-1070393,CRC-792,07NWR06055,Confirmed- High Report,"Whale, gray",Eschrichtius,robustus,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Kalaloch,Jefferson,WA,Pacific Ocean,"Kalaloch Beach #1, just N of access",47.5797,decimal degrees,,–124.3653,decimal degrees,,GPS,N,CBD,N,N,N,N,,,,,,2007-JUN-01,2007,JUN,1,Beach or Land,,Advanced Decomposition,N,2007-JUN-02,2007,JUN,2,Advanced Decomposition,N,FEMALE,SUBADULT,,,858,cm,Actual,0,,,Y,,,2007-JUN-02,2007,JUN,2,CRC,"Beached on 6/1/2007, no photos taken at initial observation. Likely same whale as was reported floating off La Push on 29 May.",CRC-792
NW-2010-1104745,10Er07JanWI-01,10NWR01004,Confirmed - Minimum,"Whale, gray",Eschrichtius,robustus,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,Whidbey Island,Island,WA,Pacific Ocean,"Strait ofSan de fuca,off NASWI, near Norwester Club (west side of Whidbey Island)",48.205,decimal degrees,estimate,122.41,decimal degrees,estimate,Map,N,CBD,N,N,N,N,,N,N,N,N,2010-JAN-07,2010,JAN,7,Floating,,Moderate Decomposition,Y,2010-JAN-07,2010,JAN,7,Moderate Decomposition,N,UNKNOWN,UNKNOWN,Y,N,768,cm,estimate,15000,lb,estimate,N,,,,,,,,"A gray whale carcass was reported floating off shore from NASWI. Approximately 10 feet of the carcass was observed above the surface,used as a resting place for gulls. Three hours later, the carcass was reported floating south past Rocky Point approximately 60 yards from the beach. Photos were taken. ""Knuckles"" can be seen in the photos. There also appeared to be some jagged lines or cuts on the side of the floating carcass. Possibly wounds? The carcass floated out of sight or sank, as there were no further sightings.",Rudy Deck
NW-2008-1080553,2008-SJ031,08NWR07045,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,Stuart Island,San Juan,WA,Pacific Ocean,NW Stuart private beach,48.684,decimal degrees,estimate,123.234,decimal degrees,estimate,Map,N,CBD,N,N,N,N,,N,N,N,N,2008-JUL-29,2008,JUL,29,Beach or Land,,Fresh Dead,N,2008-AUG-01,2008,AUG,1,Fresh Dead,N,MALE,PUP/CALF,Y,N,81,cm,actual,,,,Y,complete,fresh,2008-AUG-01,2008,AUG,1,J Gaydos,,
NW-2003-1001199,03-CM-074,03NWR07008,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Park Ranger,Olympic Coast National Marine Sanctuary,Olympic Coast National Marine Sanctuary,NW,Mora,Clallam,WA,Pacific Ocean,"N of Cape Johnson, just S of Saddle Rock",,,,,,,,,CBD,N,N,N,,,,,,,2003-JUL-20,2003,JUL,20,Beach or Land,,Moderate Decomposition,Y,,,,,,,UNKNOWN,UNKNOWN,,,0,cm,actual,,kg,actual,N,,,,,,,,,
NW-2013-1149233,PSU13-04-19-Gg,13NWR04026,Confirmed - High Report,"Dolphin, Risso's",Grampus,griseus,Validated,Debbie Duffield,Portland State University,Portland State University,NW,Arch Cape,Clatsop,OR,Pacific,0.35 mile north of Austin Creek,45.82417,dd.dddd,actual,–123.96282,dd.dddd,,GPS,N,Y,N,N,Y,N,,Y,N,Y,N,2013-APR-19,2013,APR,19,Beach or Land,,Moderate Decomposition,N,2013-APR-19,2013,APR,19,Moderate Decomposition,N,FEMALE,ADULT,Y,N,299.8,cm,actual,0,kg,estimate,Y,complete,fresh,2013-APR-20,2013,APR,20,Duffield et al.,,
NW-2009-1090439,2009-SJ006,09NWR04002,Unconfirmed,"Porpoise, Dall's",Phocoenoides,dalli,Validated,Amy Traxler,Whale Museum,San Juan County Marine Mammal Stranding Network,NW,San Juan Island,San Juan,WA,Pacific Ocean,,48.4919,decimal degrees,actual,123.1267,decimal degrees,actual,GPS,N,CBD,N,N,N,N,,N,N,N,N,2009-APR-21,2009,APR,21,,,Condition Unknown,Y,,,,,,N,UNKNOWN,UNKNOWN,N,N,0,cm,estimate,,,,N,,,,,,,,,
NW-2012-1145915,PSU12-06-24A-Pp,12NWR06065,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,Seaside,Clatsop,OR,Pacific,11th Avenue,46.0008,dd.dddd,estimate,–123.92994,dd.dddd,,Internet,N,CBD,N,N,N,N,,N,N,N,N,2012-JUN-24,2012,JUN,24,Beach or Land,,Mummified/Skeletal,N,2012-JUN-24,2012,JUN,24,Mummified/Skeletal,N,UNKNOWN,ADULT,N,Y,0,cm,estimate,0,kg,estimate,NA,,,,,,,,,
NW-2005-1045307,2005-SJ021,05NWR06010,Confirmed - Medium Report,"Porpoise, Dall's",Phocoenoides,dalli,Validated,Whale Museum,Whale Museum,Whale Museum,NW,San Juan Island,San Juan,WA,Haro Strait,private cove S of False Bay,48/29/05,deg/min/sec,estimate,123/03/05,deg/min/sec,estimate,Map,N,CBD,N,N,N,N,,,,,,2005-JUN-03,2005,JUN,3,Beach or Land,,Moderate Decomposition,N,2005-JUN-05,2005,JUN,5,Advanced Decomposition,N,UNKNOWN,SUBADULT,,,63,in,estimate,,,,N,,,,,,,,,
NW-2015-1172818,HMSC15-04-22-Dd,15NWR04017,Confirmed - High Report,"Dolphin, common, short-beaked",Delphinus,delphis,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Gardiner,Douglas,OR,Pacific Ocean,about 1/2 mile north of Sparrow Park road access,43.755995,dd.dddd,,–124.180820,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2015-APR-22,2015,APR,22,Beach or Land,,Moderate Decomposition,N,2015-APR-22,2015,APR,22,Moderate Decomposition,N,FEMALE,SUBADULT,N,N,0,cm,estimate,75,kg,estimate,Y,complete,fresh,2015-APR-23,2015,APR,23,OSU VDL,,
NW-2010-1124536,10Pp29OctWI-05,10NWR10018,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Susan Berta,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,Whidbey Island,Island,WA,Pacific Ocean,"at the very end of Shore Avenue, Useless Bay",47.59353,decimal degrees,actual,–122.29480,decimal degrees,actual,GPS,N,CBD,N,N,N,N,,Y,N,N,N,2010-OCT-29,2010,OCT,29,Beach or Land,,Fresh Dead,N,2010-OCT-29,2010,OCT,29,Fresh Dead,N,UNKNOWN,YEARLING,Y,N,111.2,cm,actual,25,lb,estimate,N,,,,,,,,"Orca Network/CPSMMSN received call from Peter Furman, 360-341-2135, reporting a dead porpoise (also a dead seal pup) at the very end of Shore Road, Useless Bay. ( These responders had investigated 3 dead seal pups just a few hundred yards north of this site on 10/27/10.) The porpoise appeared fairly fresh, the skin was not yet peeling, but the carcass had a large area of scavenging on the right side of the body from the neck back. No other marks or injuries were noted. The porpoise was collected for freezing for future necropsy.",Howard Garrett
NW-2014-1159449,CRC-1412,14NWR08035,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Erin Keene,Cascadia Research,Cascadia Research,NW,Copalis,Grays Harbor,WA,Pacific Ocean,"Roosevelt beach, at entrance",47.175,dd.dddd,estimate,–124.1971,dd.dddd,estimate,Internet/Software,N,N,N,N,N,N,,Y,Y,Y,,2014-AUG-05,2014,AUG,5,Beach or Land,,Fresh Dead,N,2014-AUG-05,2014,AUG,5,Fresh Dead,N,MALE,ADULT,Y,N,144,cm,actual,,,,Y,complete,fresh,2014-AUG-06,2014,AUG,6,CRC,,
NW-2016-1181532,HMSC16-01-04-Uc,16NWR01004,Confirmed - High Report,UNIDENTIFIED ODONTOCETE,,,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Florence,Lane,OR,Pacific Ocean,Baker Beach,44.074774,dd.dddd,,–124.127554,dd.dddd,,Internet,N,CBD,N,N,N,N,,N,N,N,N,2016-JAN-04,2016,JAN,4,Beach or Land,,Mummified/Skeletal,N,2016-JAN-04,2016,JAN,4,Mummified/Skeletal,N,UNKNOWN,UNKNOWN,N,N,0,cm,estimate,0,lb,estimate,NA,,,,,,,,,
NW-2008-1084627,OIMB-C-085,08NWR07087,Confirmed - Medium,"Porpoise, harbor",Phocoena,phocoena,Validated,Jan Hodder,OIMB,OIMB,NW,Charleston,Coos,OR,Pacific Ocean,"base of South Cove, Cape Arago",43.3038,dd.dddd,,–124.3985,dd.dddd,,Internet,N,CBD,N,N,N,N,,N,N,N,N,2008-JUL-01,2008,JUL,1,Beach or Land,,Fresh Dead,N,2008-JUL-24,2008,JUL,24,Fresh Dead,N,FEMALE,SUBADULT,Y,N,145,cm,actual,0,lb,estimate,Y,limited,frozen,2008-JUL-24,2008,JUL,24,Jan Hodder,collected by OIMB for future necropsy;,HMSC08-07-01-Pp-2
NW-2001-1026974,NW-4550,NMFSNW-4550,,"Porpoise, Dall's",Phocoenoides,dalli,Validated,Public,,Unknown,NW,Grayland,Grays Harbor,WA,,,,,,,,,,,N,N,N,N,N,,,,,,2001-JUN-28,2001,JUN,28,,,Fresh Dead,N,2001-JUN-28,2001,JUN,28,Fresh Dead,N,UNKNOWN,,,,31,cm,actual,,in,actual,N,,,,,,,,referred to NMML (B. Hanson),4550
NW-2017-1196446,PSU17-06-13A-Pp,17NWR06034,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,Seaview,Pacific,WA,Pacific Ocean,1 mile south of 38th Place access,46.318,decimal degrees,actual,–124.06938,decimal degrees,actual,GPS,N,CBD,N,N,N,N,,N,N,N,N,2017-JUN-13,2017,JUN,13,Beach or Land,,Mummified/Skeletal,N,2017-JUN-13,2017,JUN,13,Mummified/Skeletal,N,UNKNOWN,UNKNOWN,N,Y,0,cm,estimate,,,,N,,,,,,,,,
NW-2006-1061017,06Pp03SepWH-04,06NWR09003,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Sue Murphy,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,Point Roberts,Whatcom,WA,Strait of Georgia,"On beach due west of Bluff Road, Gulf of Georgia",48/59/259,deg/min/sec,actual,123/05/111,deg/min/sec,actual,GPS,N,N,N,N,N,N,,,,,,2006-SEP-03,2006,SEP,3,Beach or Land,,Moderate Decomposition,N,2006-SEP-03,2006,SEP,3,Moderate Decomposition,N,MALE,,,,38.2,in,actual,34.1,lb,actual,Y,,,2006-SEP-05,2006,SEP,5,Dr. Norman & S. Murphy,,
NW-2009-1091681,CRC-917,09NWR01028,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean City,Grays Harbor,WA,Pacific Ocean,Just S of ocean city beach access,47.0694,dd.dddd,,–125.1775,dd.dddd,,GPS,N,Y,N,N,N,Y,,Y,Y,Y,,2009-JAN-15,2009,JAN,15,Beach or Land,,Fresh Dead,N,2009-JAN-15,2009,JAN,15,Fresh Dead,N,MALE,ADULT,Y,N,141,cm,Actual,0,,,Y,limited,fresh,2009-JAN-15,2009,JAN,15,CRC,"Found by BPC while driving the beach. Approximately 100m from another porpoise of similar size (CRC-918). Other porpoise significantly more decomposed, so likely did not strand at the same time.",CRC-917
NW-2015-1177259,CRC-1486,15NWR07071,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Westport,Grays Harbor,WA,Pacific Ocean,"Westhaven SP, 300 yrds south of main entrance",46.901,dd.dddd,estimate,–124.132,dd.dddd,estimate,Internet/Software,N,CBD,N,N,N,N,,Y,N,N,,2015-JUL-07,2015,JUL,7,Beach or Land,,Fresh Dead,Y,2015-JUL-08,2015,JUL,8,Fresh Dead,N,FEMALE,PUP/CALF,Y,N,80,cm,estimate,,,,N,,,,,,,,"RP saw and photographed in morning, photographed again and reported in the evening when tide was about to take it out. Looked for it next morning but was gone. Examined via photos only.",
NW-2006-1055755,CRC701,06NWR01012,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Cascadia Research,Cascadia Research,Cascadia Research,NW,Pacific Beach,Grays Harbor,WA,Pacific Ocean,,47/11/93,deg/min/sec,actual,124/12/17,deg/min/sec,actual,GPS,N,CBD,N,N,N,N,,,,,,2006-JAN-12,2006,JAN,12,Beach or Land,,Fresh Dead,N,2006-JAN-12,2006,JAN,12,Fresh Dead,N,FEMALE,ADULT,,,161,cm,actual,,,,Y,,,2006-JAN-12,2006,JAN,12,Hanson & Raverty,,
NW-2004-1031852,0704-0001,04NWR07037,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Oregon Department of Fish and Wildlife,Oregon Department of Fish and Wildlife,Oregon Department of Fish and Wildlife (Gold Beach),NW,Gold Beach,Curry,OR,Pacific Ocean,Gersal Monument State Wayside,,,,,,,,,N,N,N,N,N,,,,,,2004-JUL-18,2004,JUL,18,Beach or Land,,Fresh Dead,N,2004-JUL-18,2004,JUL,18,Fresh Dead,N,UNKNOWN,PUP/CALF,,,0,in,estimate,,,,N,,,,,,,,,
NW-2014-1156374,2014-SJ002,14NWR03012,Confirmed - High Report,"Dolphin, Pacific white-sided",Lagenorhynchus,obliquidens,Validated,Jennifer Olson,Whale Museum,Whale Museum,NW,San Juan Island,San Juan,WA,Pacific Ocean,Lime Kiln State Park. Was first discovered floating in the water and was then tugged onto some intertidal rocks for Level A examination.,48.514511,decimal degrees,actual,–123.151317,decimal degrees,actual,GPS,N,Y,Y,N,N,N,,Y,N,Y,N,2014-MAR-26,2014,MAR,26,Floating,,Fresh Dead,N,2014-MAR-26,2014,MAR,26,Fresh Dead,N,FEMALE,SUBADULT,Y,N,200,cm,actual,92,kg,actual,Y,complete,frozen,2014-APR-09,2014,APR,9,Joe Gaydos,"This animal had a large laceration that appeared to have been caused by a propeller strike. A necropsy on the animal revealed internal bruising, several fractured vertebrae, and a skull fracture above the left eye.",There was a large laceration on the dorsal side of the body directly posterior to the dorsal fin.
NW-2001-1026292,NW-3895,NMFSNW-3895,,"Whale, Stejneger's beaked",Mesoplodon,stejnegeri,Validated,D. Duffield,,Portland State University,NW,Gearhart,Clatsop,OR,,1.4 mile N of Del Ray approach,,,,,,,,,N,N,N,N,N,,,,,,2001-MAR-31,2001,MAR,31,,,Fresh Dead,N,2001-APR-05,2001,APR,5,Advanced Decomposition,N,UNKNOWN,,,,,cm,actual,,kg,actual,Y,,,,,,,Unknown,,3895
NW-2014-1159399,14-GH-021,14NWR08029,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,K. Wilkinson,NOAA Fisheries,NOAA Fisheries,NW,Pacific Beach,Grays Harbor,WA,Pacific Ocean,100 yards north of public beach access,47.211169,decimal degrees,estimate,–124.206306,decimal degrees,estimate,Internet,N,CBD,N,N,N,N,,N,N,N,N,2014-AUG-04,2014,AUG,4,Beach or Land,,Moderate Decomposition,Y,,,,,,N,UNKNOWN,SUBADULT,Y,N,47,in,estimate,120,lb,estimate,N,,,,,,,,Reported to NOAA on 8/12/14.,
NW-2017-1197038,CRC-1591,17NWR06048,Confirmed- Medium Report,"Dolphin, Pacific white-sided",Lagenorhynchus,obliquidens,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ocean Shores,Grays Harbor,WA,Pacific Ocean,Tip of Damon Point,46.932,decimal degrees,estimate,–124,decimal degrees,estimate,,N,CBD,N,N,N,N,,Y,N,N,N,2017-JUN-16,2017,JUN,16,Beach or Land,,Fresh Dead,N,2017-JUN-16,2017,JUN,16,Fresh Dead,N,FEMALE,PUP/CALF,Y,N,96,cm,estimate,15,kg,estimate,N,,,,,,,,"photographed early in the morning on 16 June, RP said they pulled it up above the high tide line and hid it behind a tree. Walked the entire spit at 15:30, and we were unable to locate the animal. Examined via photos only.",
NW-2012-1153059,12-KP-017,12NWR10072,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,Washington Department of Fish and Wildlife,NW,Kingston,Kitsap,WA,Pacific Ocean,Central Puget Sound near Kingston,4747550,decimal degrees,actual,–12229220,decimal degrees,actual,GPS,N,Y,N,N,Y,Y,Found Entangled in free floating gillnet,N,N,N,N,2012-OCT-31,2012,OCT,31,,,Fresh Dead,N,2012-OCT-31,2012,OCT,31,Fresh Dead,N,UNKNOWN,UNKNOWN,N,N,0,cm,actual,0,kg,actual,N,,,,,,,,,
NW-2012-1145823,HMSC12-06-08-Pp,12NWR06020,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Seal Rock,Lincoln,OR,Pacific Ocean,between Quail St and Bayshore,44.472907,dd.dddd,,–124.083149,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2012-JUN-08,2012,JUN,8,Beach or Land,,Moderate Decomposition,N,2012-JUN-08,2012,JUN,8,Moderate Decomposition,N,FEMALE,ADULT,Y,N,181,cm,actual,0,lb,estimate,NA,,,,,,,,,
NW-2014-1159838,HMSC14-07-16-Pp,14NWR07104,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jim Rice,"Marine Mammal Institute, OSU","Marine Mammal Institute, OSU",NW,Florence,Lane,OR,Pacific Ocean,"just N of Siltcoos, about 200 ft south of breach sand road access",43.893099,dd.dddd,,–124.153969,dd.dddd,,Internet,N,CBD,N,N,N,N,,N,N,N,N,2014-JUL-16,2014,JUL,16,Beach or Land,,Moderate Decomposition,N,2014-JUL-16,2014,JUL,16,Moderate Decomposition,N,UNKNOWN,PUP/CALF,Y,N,0,cm,estimate,0,lb,estimate,N,,,,,,,,,
NW-2006-1056465,HMSC06-03-14-Lo,06NWR03010,Confirmed - Medium,"Dolphin, Pacific white-sided",Lagenorhynchus,obliquidens,Validated,Volunteer,"Marine Mammal Institute, OSU","Hatfield Marine Science Center, OSU",NW,Pacific City,Tillamook,OR,Pacific Ocean,"north side of Cape Kiwanda, on beach next to rocks",45.2222,decimal degrees,,123.9751,decimal degrees,,Internet,N,CBD,N,N,N,N,,,,,,2006-MAR-14,2006,MAR,14,Beach or Land,,Fresh Dead,N,2006-MAR-14,2006,MAR,14,Fresh Dead,N,UNKNOWN,ADULT,,,72,in,estimate,80,kg,estimate,N,,,,,,,,"Fresh dead dolphin found by volunteer who happened to be walking beach. Could not be re-sighted after initial observation - presumably washed out with tide. From photographs, animal appears thin; moderate scavenger damage.",
NW-2007-1069419,PSU07-04-28-Pp,07NWR04042,Confirmed - High,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,Long Beach,Pacific,WA,Pacific Ocean,5 miles south of Benson approach,46.34718,decimal degrees,,124.06565,decimal degrees,,GPS,N,CBD,N,N,N,N,,,,,,2007-APR-28,2007,APR,28,Beach or Land,,Advanced Decomposition,N,2007-MAY-08,2007,MAY,8,Advanced Decomposition,N,MALE,ADULT,,,0,cm,estimate,0,lb,estimate,Y,,,2007-MAY-28,2007,MAY,28,Duffield et al,,
NW-2010-1130035,HMSC10-11-15-Sc,10NWR11076,Confirmed - High,"Dolphin, striped",Stenella,coeruleoalba,Validated,Jim Rice,"Marine Mammal Institute, OSU","Hatfield Marine Science Center, OSU",NW,North Bend,Coos,OR,Pacific Ocean,"Just north of FFA Towers near the ""new Carissa"" location",43.397583,dd.dddd,,–124.309150,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2010-NOV-15,2010,NOV,15,Beach or Land,,Fresh Dead,N,2010-NOV-15,2010,NOV,15,Fresh Dead,N,MALE,SUBADULT,Y,N,190,cm,actual,0,lb,estimate,NA,,,,,,,,"collected from beach by State Parks rangers, brought to freezer at OIMB; also recorded as OIMB-C-087",OIMB-C-087
NW-2008-1078007,CRC-840,08NWR04015,Confirmed- High Report,"Whale, gray",Eschrichtius,robustus,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,,Jefferson,WA,Pacific Ocean,Ruby Beach WA,47.6992,dd.dddd,,–124.4136,dd.dddd,,GPS,N,CBD,N,N,N,N,,Y,Y,Y,,2008-APR-26,2008,APR,26,Beach or Land,,Moderate Decomposition,N,2008-APR-27,2008,APR,27,Moderate Decomposition,N,UNKNOWN,SUBADULT,N,Y,901,,,0,,,Y,limited,fresh,2008-APR-27,2008,APR,27,CRC,Whale laying on Stomach,CRC-840
NW-2016-1191237,CRC-1522,16NWR04069,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Lakebay,Pierce,WA,Puget Sound,"Penrose state park, between boat launch and point",47.2593,dd.dddd,estimate,–123,dd.dddd,estimate,Internet/Software,N,N,N,N,N,N,,Y,Y,Y,,2016-APR-30,2016,APR,30,Swimming,,Alive,N,2016-APR-30,2016,APR,30,Fresh Dead,N,MALE,ADULT,Y,N,159,cm,actual,52,kg,actual,Y,complete,fresh,2016-APR-30,2016,APR,30,CRC/WDFW,"live at 11:30am, dead by 13:30. Picked up and put on ice by state parks, necropsy same evening.",
NW-2010-1129822,HMSC10-09-27-Pp,10NWR09072,Confirmed - Medium,"Porpoise, harbor",Phocoena,phocoena,Validated,Jim Rice,"Marine Mammal Institute, OSU","Hatfield Marine Science Center, OSU",NW,Newport,Lincoln,OR,Pacific Ocean,"near base of cliff, below Elizabeth St. Inn",44.635817,dd.dddd,,–124.064458,dd.dddd,,GPS,N,CBD,N,N,N,N,,N,N,N,N,2010-SEP-27,2010,SEP,27,Beach or Land,,Advanced Decomposition,N,2010-SEP-27,2010,SEP,27,Advanced Decomposition,N,MALE,YEARLING,N,Y,80,cm,estimate,0,lb,estimate,N,,,,,,,,,
